task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
"Verify the authenticity of documents, such as foreign identification or immigration documents.",verify the authenticity of documents such as foreign identification or immigration documents,43-4031.03,License Clerks,license clerks,Core,94.0,Incumbent,1.0,0.0061370401055570924,0.007947388289523356,Office and Administrative Support Occupations,1.0,22.93,47700.0,22.76,47330.0,13613.0,319.0,17.23,35850.0,23.432800000000004,48756.0,14.82,30820.0,20.1552,41915.200000000004,31273.0,238.0,0.008828867836005776,0.015252357182473655,0.022678576841527562,0.012637324710217649,5.37605,4.64,72.13,False,5.37605,4.64,72.13,False
"Receive charge slips or credit applications by mail, or receive information from salespeople or merchants by telephone.",receive charge slips or credit applications by mail or receive information from salespeople or merchants by telephone,43-4041.01,Credit Authorizers,credit authorizers,Supplemental,71.0,Incumbent,1.0,0.002664767414255045,0.003450839652029868,Office and Administrative Support Occupations,1.0,23.62,49130.0,23.94,49800.0,694.0,21.0,16.96,35280.0,23.065600000000003,47980.8,16.2,33690.0,22.032,45818.4,4859.0,45.0,0.00045010168795915726,0.0010040736703195823,0.003523653147219084,0.0023894101342848495,2.6992134615384615,3.94,59.82,False,2.6992134615384615,3.94,59.82,False
Prepare credit cards or charge account plates.,prepare credit cards or charge account plates,43-4041.01,Credit Authorizers,credit authorizers,Supplemental,71.0,Incumbent,1.0,0.0017765116095033104,0.002300559768019844,Office and Administrative Support Occupations,1.0,23.62,49130.0,23.94,49800.0,694.0,21.0,16.96,35280.0,23.065600000000003,47980.8,16.2,33690.0,22.032,45818.4,4859.0,45.0,0.00045010168795915726,0.0010040736703195823,0.003523653147219084,0.0023894101342848495,0.6502961538461539,3.0,26.61,False,0.6502961538461539,3.0,26.61,False
Relay credit report information to subscribers by mail or by telephone.,relay credit report information to subscribers by mail or by telephone,43-4041.02,Credit Checkers,credit checkers,Supplemental,73.0,Incumbent,1.0,0.0204298835092887,0.02645643733222902,Office and Administrative Support Occupations,1.0,23.62,49130.0,23.94,49800.0,5286.0,159.0,16.96,35280.0,23.065600000000003,47980.8,16.2,33690.0,22.032,45818.4,37021.0,345.0,0.0034282961420059152,0.007602272075276838,0.02684691565408473,0.018318811029517178,0.9984003846153846,3.33,37.47,False,0.9984003846153846,3.33,37.47,False
"Prepare reports of findings and recommendations, using typewriters or computers.",prepare reports of findings and recommendations using typewriters or computers,43-4041.02,Credit Checkers,credit checkers,Core,74.0,Incumbent,1.0,0.013404587598979955,0.01735876915869574,Office and Administrative Support Occupations,1.0,23.62,49130.0,23.94,49800.0,5286.0,159.0,16.96,35280.0,23.065600000000003,47980.8,16.2,33690.0,22.032,45818.4,37021.0,345.0,0.0034282961420059152,0.007602272075276838,0.02684691565408473,0.018318811029517178,3.089562818411097,4.103811475409836,76.4477049180328,True,1.7281284615384616,3.38,81.86,False
"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",resolve customers service or billing complaints by performing activities such as exchanging merchandise refunding money or adjusting bills,43-4051.00,Customer Service Representatives,customer service representatives,Core,101.0,Incumbent,1.0,0.008963308575221521,0.011607369738645927,Office and Administrative Support Occupations,1.0,20.59,42830.0,19.3,40150.0,2725930.0,48770.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1194831.0,19515.0,1.7679332770295468,2.33184156673743,0.866468411925278,1.036207528234863,2.9200923076923075,4.19,63.89,False,2.451506923076923,3.87,86.68,False
"Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.",confer with customers by telephone or in person to provide information about products or services take or enter orders cancel accounts or obtain details of complaints,43-4051.00,Customer Service Representatives,customer service representatives,Core,100.0,Incumbent,1.0,0.0246289109499331,0.031894124056639835,Office and Administrative Support Occupations,1.0,20.59,42830.0,19.3,40150.0,2725930.0,48770.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1194831.0,19515.0,1.7679332770295468,2.33184156673743,0.866468411925278,1.036207528234863,7.170393076923077,4.67,94.3,False,6.279128846153847,4.52,99.19,False
Refer unresolved customer grievances to designated departments for further investigation.,refer unresolved customer grievances to designated departments for further investigation,43-4051.00,Customer Service Representatives,customer service representatives,Supplemental,100.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Office and Administrative Support Occupations,1.0,20.59,42830.0,19.3,40150.0,2725930.0,48770.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1194831.0,19515.0,1.7679332770295468,2.33184156673743,0.866468411925278,1.036207528234863,3.016288846153846,4.07,85.43,False,1.882585,4.0,52.92,False
Review insurance policy terms to determine whether a particular loss is covered by insurance.,review insurance policy terms to determine whether a particular loss is covered by insurance,43-4051.00,Customer Service Representatives,customer service representatives,Supplemental,100.0,Incumbent,1.0,0.014938847625369227,0.019345616231076584,Office and Administrative Support Occupations,1.0,20.59,42830.0,19.3,40150.0,2725930.0,48770.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1194831.0,19515.0,1.7679332770295468,2.33184156673743,0.866468411925278,1.036207528234863,4.654186923076923,4.05,40.3,False,0.9410911538461538,3.35,25.18,False
Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments,43-4051.00,Customer Service Representatives,customer service representatives,Supplemental,99.0,Incumbent,1.0,0.0015342600263892731,0.001986847072380839,Office and Administrative Support Occupations,1.0,20.59,42830.0,19.3,40150.0,2725930.0,48770.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1194831.0,19515.0,1.7679332770295468,2.33184156673743,0.866468411925278,1.036207528234863,5.125909615384615,4.22,82.44,False,2.8420488461538462,3.72,51.91,False
"Identify and share research, recommendations, or other information regarding legal liabilities, risk management, or quality of care.",identify and share research recommendations or other information regarding legal liabilities risk management or quality of care,43-4051.03,Patient Representatives,patient representatives,Core,67.0,Incumbent,1.0,0.004925782189986588,0.006378824811327926,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,0.6620053846153846,3.48,52.24,False,0.5551903846153846,3.92,67.07,False
"Explain policies, procedures, or services to patients using medical or administrative knowledge.",explain policies procedures or services to patients using medical or administrative knowledge,43-4051.03,Patient Representatives,patient representatives,Core,67.0,Incumbent,1.0,0.011143572823248411,0.014430783999397685,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,2.823823846153846,4.06,96.34,False,1.5488953846153848,4.32,94.68,False
"Provide consultation or training to volunteers or staff on topics such as guest relations, patients' rights, and medical issues.",provide consultation or training to volunteers or staff on topics such as guest relations patients rights and medical issues,43-4051.03,Patient Representatives,patient representatives,Core,69.0,Incumbent,1.0,0.003633773746711432,0.004705690434586193,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,2.234242435897436,3.9183333333333334,85.105,True,0.44953461538461537,4.06,69.19,False
"Develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",develop and distribute newsletters brochures or other printed materials to share information with patients or medical staff,43-4051.03,Patient Representatives,patient representatives,Core,67.0,Incumbent,1.0,0.03068520052778546,0.03973694144761679,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,1.0839688461538461,3.21,79.37,False,1.1005088461538461,3.86,70.37,False
"Coordinate communication between patients, family members, medical staff, administrative staff, or regulatory agencies.",coordinate communication between patients family members medical staff administrative staff or regulatory agencies,43-4051.03,Patient Representatives,patient representatives,Core,69.0,Incumbent,1.0,0.005087283245395973,0.00658796660842063,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,4.790693076923077,4.67,99.35,False,2.980395769230769,4.54,98.81,False
Refer patients to appropriate health care services or resources.,refer patients to appropriate health care services or resources,43-4051.03,Patient Representatives,patient representatives,Core,67.0,Incumbent,1.0,0.004118276912939585,0.005333115825864303,Office and Administrative Support Occupations,1.0,23.46,48790.0,21.33,44360.0,87030.0,1440.0,15.25,31720.0,20.740000000000002,43139.200000000004,13.53,28150.0,18.4008,38284.0,1401159.0,22885.0,0.05644430821770238,0.06885076596477135,1.0160935007417873,1.2151477982913061,3.137660384615385,4.37,93.06,False,2.2040284615384618,4.37,97.46,False
"Compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.",compile record and evaluate personal and financial data to verify completeness and accuracy and to determine eligibility status,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Core,97.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,3.884026923076923,4.55,86.88,False,4.925810384615385,4.42,95.94,False
"Refer applicants to job openings or to interviews with other staff, in accordance with administrative guidelines or office procedures.",refer applicants to job openings or to interviews with other staff in accordance with administrative guidelines or office procedures,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Core,99.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,1.3138065384615385,4.03,54.21,False,1.456753846153846,3.85,67.87,False
"Prepare applications and forms for applicants for such purposes as school enrollment, employment, and medical services.",prepare applications and forms for applicants for such purposes as school enrollment employment and medical services,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Core,98.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,1.3412003846153846,3.91,55.01,False,3.5450519230769233,3.9,76.58,False
"Interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights.",interpret and explain information such as eligibility requirements application details payment methods and applicants legal rights,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Core,99.0,Incumbent,1.0,0.025355665699275366,0.03283526214355705,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,3.794344230769231,4.45,96.01,False,4.189173846153846,4.57,98.24,False
Answer applicants' questions about benefits and claim procedures.,answer applicants questions about benefits and claim procedures,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Core,99.0,Incumbent,1.0,0.006379291688671128,0.00826110098516236,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,2.8309134615384615,4.34,90.79,False,5.539428846153846,4.67,96.93,False
Provide applicants with assistance in completing application forms such as those for job referrals or unemployment compensation claims.,provide applicants with assistance in completing application forms such as those for job referrals or unemployment compensation claims,43-4061.00,"Eligibility Interviewers, Government Programs",eligibility interviewers government programs,Supplemental,99.0,Incumbent,1.0,0.004845031662281856,0.006274253912781522,Office and Administrative Support Occupations,1.0,24.76,51500.0,23.56,49000.0,156260.0,2090.0,20.75,43170.0,28.220000000000002,58711.200000000004,18.68,38860.0,25.4048,52849.600000000006,130420.0,1920.0,0.10134422155691342,0.09992923671275844,0.09457807027378327,0.10194816572948692,1.1677884615384615,3.93,60.39,False,1.8528276923076923,3.84,64.26,False
Design forms related to filing systems.,design forms related to filing systems,43-4071.00,File Clerks,file clerks,Core,106.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Office and Administrative Support Occupations,1.0,19.84,41270.0,18.59,38670.0,78980.0,580.0,13.39,27850.0,18.210400000000003,37876.0,13.4,27880.0,18.224,37916.8,140560.0,1070.0,0.051223388061980166,0.027731558513588467,0.1019314028345574,0.056814863192995314,0.8994584615384615,3.39,68.7,False,0.8994584615384615,3.39,68.7,False
Scan or read incoming materials to determine how and where they should be classified or filed.,scan or read incoming materials to determine how and where they should be classified or filed,43-4071.00,File Clerks,file clerks,Core,108.0,Incumbent,1.0,0.003876025329825469,0.005019403130225197,Office and Administrative Support Occupations,1.0,19.84,41270.0,18.59,38670.0,78980.0,580.0,13.39,27850.0,18.210400000000003,37876.0,13.4,27880.0,18.224,37916.8,140560.0,1070.0,0.051223388061980166,0.027731558513588467,0.1019314028345574,0.056814863192995314,3.3956088461538463,4.42,91.11,False,3.3956088461538463,4.42,91.11,False
Answer questions about records or files.,answer questions about records or files,43-4071.00,File Clerks,file clerks,Core,109.0,Incumbent,1.0,0.05846338205820183,0.0757093305475647,Office and Administrative Support Occupations,1.0,19.84,41270.0,18.59,38670.0,78980.0,580.0,13.39,27850.0,18.210400000000003,37876.0,13.4,27880.0,18.224,37916.8,140560.0,1070.0,0.051223388061980166,0.027731558513588467,0.1019314028345574,0.056814863192995314,3.283863076923077,4.1,96.17,False,3.283863076923077,4.1,96.17,False
"Transmit and receive messages, using telephones or telephone switchboards.",transmit and receive messages using telephones or telephone switchboards,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",hotel motel and resort desk clerks,Core,112.0,Incumbent,1.0,0.0017765116095033104,0.002300559768019844,Office and Administrative Support Occupations,1.0,16.48,34270.0,16.48,34270.0,261430.0,3540.0,10.11,21040.0,13.749600000000001,28614.4,9.45,19660.0,12.852,26737.600000000002,243210.0,2900.0,0.16955343556651653,0.1692581329967296,0.176371204349692,0.15398420865391252,5.6285876923076925,4.5,94.44,False,5.899027692307693,4.34,96.52,False
"Arrange tours, taxis, or restaurant reservations for customers.",arrange tours taxis or restaurant reservations for customers,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",hotel motel and resort desk clerks,Core,111.0,Incumbent,1.0,0.0015342600263892731,0.001986847072380839,Office and Administrative Support Occupations,1.0,16.48,34270.0,16.48,34270.0,261430.0,3540.0,10.11,21040.0,13.749600000000001,28614.4,9.45,19660.0,12.852,26737.600000000002,243210.0,2900.0,0.16955343556651653,0.1692581329967296,0.176371204349692,0.15398420865391252,1.9864265384615383,3.86,87.1,False,1.5535492307692307,3.63,81.41,False
"Answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",answer inquiries pertaining to hotel services guest registration and travel directions or make recommendations regarding shopping dining or entertainment,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",hotel motel and resort desk clerks,Core,112.0,Incumbent,1.0,0.005894788522442974,0.007633675593884249,Office and Administrative Support Occupations,1.0,16.48,34270.0,16.48,34270.0,261430.0,3540.0,10.11,21040.0,13.749600000000001,28614.4,9.45,19660.0,12.852,26737.600000000002,243210.0,2900.0,0.16955343556651653,0.1692581329967296,0.176371204349692,0.15398420865391252,5.698546923076924,4.49,98.85,False,5.812243846153846,4.19,100.0,False
Make and confirm reservations.,make and confirm reservations,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",hotel motel and resort desk clerks,Core,112.0,Incumbent,1.0,0.002745517941959698,0.003555410550576169,Office and Administrative Support Occupations,1.0,16.48,34270.0,16.48,34270.0,261430.0,3540.0,10.11,21040.0,13.749600000000001,28614.4,9.45,19660.0,12.852,26737.600000000002,243210.0,2900.0,0.16955343556651653,0.1692581329967296,0.176371204349692,0.15398420865391252,6.734533076923078,4.71,99.66,False,7.414443076923076,4.61,96.92,False
Explain survey objectives and procedures to interviewees and interpret survey questions to help interviewees' comprehension.,explain survey objectives and procedures to interviewees and interpret survey questions to help interviewees comprehension,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Core,93.0,Incumbent,1.0,0.002907018997369082,0.003764552347668873,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,3.269927307692308,3.6,59.51,False,7.6316661538461545,4.38,79.35,False
"Compile, record, and code results or data from interview or survey, using computer or specified form.",compile record and code results or data from interview or survey using computer or specified form,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Core,93.0,Incumbent,1.0,0.07315997810045695,0.09474123408300217,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,5.346936538461538,4.22,67.69,False,6.411476923076924,4.49,77.65,False
Prepare reports to provide answers in response to specific problems.,prepare reports to provide answers in response to specific problems,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Supplemental,93.0,Incumbent,1.0,0.01477734656995984,0.019136474433983874,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,0.7816642307692308,3.61,77.18,False,2.212628076923077,3.91,29.77,False
"Ask questions in accordance with instructions to obtain various specified information, such as person's name, address, age, religious preference, or state of residency.",ask questions in accordance with instructions to obtain various specified information such as persons name address age religious preference or state of residency,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Core,93.0,Incumbent,1.0,0.030200697361557303,0.039109516056338674,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,5.2873399999999995,4.57,95.02,False,8.32731846153846,4.55,94.03,False
Assist individuals in filling out applications or questionnaires.,assist individuals in filling out applications or questionnaires,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Supplemental,92.0,Incumbent,1.0,0.0013727589709798095,0.0017777052752880336,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,4.376236153846154,4.1,76.94,False,7.625714615384616,4.35,62.26,False
Identify and report problems in obtaining valid data.,identify and report problems in obtaining valid data,43-4111.00,"Interviewers, Except Eligibility and Loan",interviewers except eligibility and loan,Core,91.0,Incumbent,1.0,0.02543641622698002,0.03293983304210335,Office and Administrative Support Occupations,1.0,21.07,43830.0,19.73,41030.0,157310.0,720.0,15.1,31410.0,20.536,42717.600000000006,13.2,27460.0,17.952,37345.600000000006,184050.0,2800.0,0.10202521114244238,0.03442538298238568,0.13346951260458376,0.14867440835550175,3.4586134615384614,4.42,89.79,False,3.0817134615384614,4.04,80.98,False
"Prepare, store, and retrieve classification and catalog information, lecture notes, or other information related to stored documents, using computers.",prepare store and retrieve classification and catalog information lecture notes or other information related to stored documents using computers,43-4121.00,"Library Assistants, Clerical",library assistants clerical,Supplemental,122.0,Incumbent,1.0,0.0061370401055570924,0.007947388289523356,Office and Administrative Support Occupations,1.0,17.31,36010.0,16.08,33450.0,80070.0,830.0,11.77,24480.0,16.0072,33292.8,11.81,24560.0,16.061600000000002,33401.600000000006,100090.0,1250.0,0.051930320107910266,0.03968481649358349,0.0725833388567932,0.06637250373013472,2.426079230769231,3.57,72.65,False,1.3947265384615386,3.71,41.77,False
"Perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash.",perform accounting and bookkeeping activities such as invoicing maintaining financial records budgeting and handling cash,43-4121.00,"Library Assistants, Clerical",library assistants clerical,Supplemental,119.0,Incumbent,1.0,0.00855955593669802,0.011084515245914117,Office and Administrative Support Occupations,1.0,17.31,36010.0,16.08,33450.0,80070.0,830.0,11.77,24480.0,16.0072,33292.8,11.81,24560.0,16.061600000000002,33401.600000000006,100090.0,1250.0,0.051930320107910266,0.03968481649358349,0.0725833388567932,0.06637250373013472,1.205978846153846,3.7,63.09,False,2.0990434615384617,3.74,62.38,False
"Locate library materials for patrons, including books, periodicals, tape cassettes, Braille volumes, and pictures.",locate library materials for patrons including books periodicals tape cassettes braille volumes and pictures,43-4121.00,"Library Assistants, Clerical",library assistants clerical,Core,121.0,Incumbent,1.0,0.0729177265173429,0.09442752138736317,Office and Administrative Support Occupations,1.0,17.31,36010.0,16.08,33450.0,80070.0,830.0,11.77,24480.0,16.0072,33292.8,11.81,24560.0,16.061600000000002,33401.600000000006,100090.0,1250.0,0.051930320107910266,0.03968481649358349,0.0725833388567932,0.06637250373013472,4.700551923076923,4.28,99.66,False,3.722788461538462,4.16,91.45,False
"Instruct patrons on how to use reference sources, card catalogs, and automated information systems.",instruct patrons on how to use reference sources card catalogs and automated information systems,43-4121.00,"Library Assistants, Clerical",library assistants clerical,Core,123.0,Incumbent,1.0,0.0030685200527785462,0.003973694144761678,Office and Administrative Support Occupations,1.0,17.31,36010.0,16.08,33450.0,80070.0,830.0,11.77,24480.0,16.0072,33292.8,11.81,24560.0,16.061600000000002,33401.600000000006,100090.0,1250.0,0.051930320107910266,0.03968481649358349,0.0725833388567932,0.06637250373013472,2.996856923076923,4.06,94.24,False,2.4631734615384615,4.18,88.7,False
Classify and catalog items according to content and purpose.,classify and catalog items according to content and purpose,43-4121.00,"Library Assistants, Clerical",library assistants clerical,Supplemental,119.0,Incumbent,1.0,0.004683530606872472,0.006065112115688819,Office and Administrative Support Occupations,1.0,17.31,36010.0,16.08,33450.0,80070.0,830.0,11.77,24480.0,16.0072,33292.8,11.81,24560.0,16.061600000000002,33401.600000000006,100090.0,1250.0,0.051930320107910266,0.03968481649358349,0.0725833388567932,0.06637250373013472,1.0045015384615383,4.28,53.02,False,1.4759480769230768,3.33,37.29,False
"Assemble and compile documents for loan closings, such as title abstracts, insurance forms, loan forms, and tax receipts.",assemble and compile documents for loan closings such as title abstracts insurance forms loan forms and tax receipts,43-4131.00,Loan Interviewers and Clerks,loan interviewers and clerks,Core,198.0,Incumbent,1.0,0.009932314907677908,0.012862220521202254,Office and Administrative Support Occupations,1.0,23.53,48950.0,22.66,47120.0,173100.0,2640.0,18.13,37710.0,24.6568,51285.600000000006,15.45,32140.0,21.012,43710.4,216380.0,3070.0,0.11226599738577826,0.1262264042687475,0.15691460547340305,0.16301086916121085,1.22475,4.6,89.88,False,2.9300603846153845,4.42,94.93,False
"Calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",calculate review and correct errors on interest principal payment and closing costs using computers or calculators,43-4131.00,Loan Interviewers and Clerks,loan interviewers and clerks,Core,198.0,Incumbent,1.0,0.006863794854899362,0.008888526376440574,Office and Administrative Support Occupations,1.0,23.53,48950.0,22.66,47120.0,173100.0,2640.0,18.13,37710.0,24.6568,51285.600000000006,15.45,32140.0,21.012,43710.4,216380.0,3070.0,0.11226599738577826,0.1262264042687475,0.15691460547340305,0.16301086916121085,1.7292357692307694,4.35,75.95,False,1.7941357692307691,4.22,97.36,False
Schedule and conduct closings of mortgage transactions.,schedule and conduct closings of mortgage transactions,43-4131.00,Loan Interviewers and Clerks,loan interviewers and clerks,Core,197.0,Incumbent,1.0,0.0017765116095033104,0.002300559768019844,Office and Administrative Support Occupations,1.0,23.53,48950.0,22.66,47120.0,173100.0,2640.0,18.13,37710.0,24.6568,51285.600000000006,15.45,32140.0,21.012,43710.4,216380.0,3070.0,0.11226599738577826,0.1262264042687475,0.15691460547340305,0.16301086916121085,1.6279346153846155,4.0,53.23,False,1.4929965384615382,4.01,73.15,False
"Answer customers' questions, and explain available services such as deposit accounts, bonds, and securities.",answer customers questions and explain available services such as deposit accounts bonds and securities,43-4141.00,New Accounts Clerks,new accounts clerks,Core,77.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Office and Administrative Support Occupations,1.0,22.41,46610.0,18.5,38480.0,38030.0,150.0,16.77,34880.0,22.8072,47436.8,16.63,34590.0,22.6168,47042.4,48970.0,500.0,0.024664794226349783,0.007171954787997016,0.03551210014803839,0.026549001492053883,3.8497084615384614,4.47,97.28,False,6.9330173076923085,4.81,93.67,False
"Prepare invoices, shipping documents, and contracts.",prepare invoices shipping documents and contracts,43-4151.00,Order Clerks,order clerks,Core,150.0,Incumbent,1.0,0.005168033773100705,0.006692537506967032,Office and Administrative Support Occupations,1.0,21.47,44660.0,20.17,41960.0,83420.0,840.0,15.54,32330.0,21.1344,43968.8,13.6,28290.0,18.496000000000002,38474.4,185890.0,1600.0,0.05410300116650273,0.04016294681278329,0.13480384514026664,0.08495680477457243,2.3858488461538463,4.3,62.29,False,3.8894607692307694,4.19,85.34,False
"Inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays.",inform customers by mail or telephone of order information such as unit prices shipping dates and any anticipated delays,43-4151.00,Order Clerks,order clerks,Core,150.0,Incumbent,1.0,0.0032300211081879304,0.004182835941854382,Office and Administrative Support Occupations,1.0,21.47,44660.0,20.17,41960.0,83420.0,840.0,15.54,32330.0,21.1344,43968.8,13.6,28290.0,18.496000000000002,38474.4,185890.0,1600.0,0.05410300116650273,0.04016294681278329,0.13480384514026664,0.08495680477457243,2.9493723076923075,3.92,80.04,False,5.117954230769231,4.11,93.85,False
